-0.9289265,17.5448,28.47541
-0.9114008,17.03852,25.52445
-0.8901701,14.34498,18.31006
-0.8763189,11.45523,8.806849
-0.8594503,9.520469,4.830348
-0.8302784,7.551198,-0.312615
-0.8160362,6.388999,-3.098227
-0.799283,5.155129,-4.189894
-0.7768602,4.0473,-4.844888
-0.7644711,3.391005,-4.39108
-0.7469873,2.557635,-1.821954
-0.7257481,2.21335,-0.6339974
-0.7123327,1.950227,4.816306
-0.694993,1.677373,5.532241
-0.6735773,1.711127,13.78264
-0.6607876,1.454458,12.54877
-0.6313887,1.55117,18.74352
-0.6198769,1.308654,17.25235
-0.6030998,1.259956,19.90168
-0.581213,1.011923,18.34006
-0.5681515,0.8896543,17.93472
-0.5509644,0.7660459,15.901
-0.5293818,0.8774594,12.97
-0.5168438,0.9426407,8.944384
-0.500061,1.066924,6.274989
-0.4779549,1.054485,2.45698
-0.4647551,1.752393,-4.004401
-0.4476709,1.853614,-10.30059
-0.4263439,1.851092,-11.22657
-0.4122782,1.927668,-18.54906
-0.3954372,1.638518,-15.7667
-0.3735189,1.451781,-20.16578
-0.3605404,1.234014,-17.14091
-0.3311872,1.068591,-18.02926
-0.3198719,0.9476627,-15.98137
-0.3030767,0.7759932,-12.64737
-0.2811031,0.6792742,-10.82403
-0.2682753,0.3117032,-4.5681
-0.2517281,0.1370279,-1.389692
-0.2293921,0.1459931,7.972766
-0.2168961,0.06505428,8.584047
-0.1995277,0.3012961,18.32403
-0.1780996,0.2462618,17.05806
-0.1646767,0.3766029,23.50583
-0.1472502,0.4873921,22.51741
-0.1257534,0.404443,22.01656
-0.1123581,0.4028167,19.62136
-0.09505653,0.3620741,17.3199
-0.07361698,0.3176031,14.59651
-0.06038189,-2.170357,4.802061
-0.03059292,-3.606164,-4.076449
-0.0168848,-29.29868,-58.43326
0,-24.90388,-49.66827
