-1.228653,-0.0227678,-0.02102105
-1.210156,-0.01935263,-0.01786789
-1.184666,-0.01644973,-0.0151877
-1.165994,-0.01398227,-0.01290955
-1.140503,-0.01188493,-0.01097312
-1.122338,-0.01010219,-0.00932715
-1.096739,-0.008586865,-0.007928077
-1.078047,-0.007298835,-0.006738866
-1.053566,-0.00620401,-0.005728037
-1.034494,-0.005273409,-0.004868831
-1.009169,-0.004482397,-0.004138506
-0.9893646,58.27119,142.6946
-0.9642138,49.8646,120.2443
-0.946084,42.54401,101.9529
-0.9212689,37.22832,82.20732
-0.902266,32.0577,66.4563
-0.8768177,27.88541,48.11908
-0.8582511,23.98897,33.18963
-0.8328352,20.42244,23.49035
-0.8135061,17.88408,10.53853
-0.7892919,15.32874,0.6962786
-0.774128,13.45897,-3.833952
-0.757257,11.93331,-12.23113
-0.7352991,10.4774,-14.78202
-0.7224331,9.223975,-17.23191
-0.7059379,8.079016,-17.79882
-0.683979,7.328526,-18.20023
-0.6703191,-6.036663,-28.50615
-0.6528859,-11.86071,-32.11618
-0.6319132,-15.63388,-32.66334
-0.6183891,-24.96607,-39.64641
-0.6010017,-33.64616,-45.72954
-0.5800877,-28.56742,-38.99081
-0.5660381,-29.11867,-38.81524
-0.5493536,-30.60542,-38.38437
-0.5266685,-26.0146,-32.64013
-0.5146484,-26.93287,-32.70636
-0.4975309,-22.89294,-27.8004
-0.4762783,-19.459,-23.63035
-0.4623985,-11.22651,-6.862077
-0.4451723,-2.956173,6.532615
-0.4240322,-2.512747,5.552722
-0.4109478,3.90962,16.9779
-0.3938351,8.620904,25.6298
-0.3725491,13.1664,32.9705
-0.358326,16.68008,38.13718
-0.3411293,20.01671,43.93707
-0.3200035,16.91875,34.36916
-0.3065434,19.51957,39.68815
-0.2893057,25.67573,54.80436
-0.261343,21.91982,44.8268
-0.2461147,19.01367,30.01566
-0.2289209,16.38435,23.60888
-0.2076063,14.34033,12.89241
-0.1943722,12.3961,6.800993
-0.1775723,11.12532,-0.7639551
-0.1559734,14.40425,8.242448
-0.1427259,12.9118,1.252555
-0.1252756,11.15003,-2.395487
-0.104187,3.813886,-9.23813
-0.09038544,3.353167,-11.99656
-0.07366657,-3.242989,-17.10398
-0.05183887,-2.692905,-18.25337
-0.03837013,-2.336695,-16.57487
-0.02080917,-14.20438,-28.5328
0,-12.01008,-24.52111
