-0.9877825,-0.0446633,-0.1729532,0.06678998
-0.970849,-0.04577437,-0.2130716,0.07526222
-0.9493685,-0.0606526,-0.2614098,0.09367468
-0.9359198,-0.07650309,-0.3207936,0.1194279
-0.9188509,-0.0858335,-0.3690579,0.1393868
-0.8971443,-0.08516955,-0.4036753,0.1522586
-0.8838177,-0.06305791,-0.4270116,0.149175
-0.8667631,-0.04780971,-0.4519024,0.1492697
-0.8451271,-0.03854096,-0.4719898,0.1472842
-0.8320179,-0.03546019,-0.4777006,0.1539558
-0.8148632,-0.0393617,-0.4667634,0.1628613
-0.7934294,-0.03466264,-0.4475769,0.1574836
-0.7797298,-0.03612261,-0.392402,0.1504268
-0.7622824,-0.04293888,-0.3250827,0.1527885
-0.7412043,-0.06093978,-0.2133801,0.142285
-0.727829,-0.06026193,-0.09478272,0.1223298
-0.7104864,-0.09198316,0.04997446,0.1074308
-0.689086,-0.1024173,0.1909074,0.06560221
-0.6760244,-0.08627585,0.3344569,-0.001077886
-0.6585054,-0.06117054,0.4468988,-0.07863203
-0.6374331,-0.01295254,0.5458774,-0.1774099
-0.6235647,0.01530909,0.5907964,-0.2401181
-0.6067724,0.04381013,0.5643217,-0.2820561
-0.5849743,0.05901909,0.5364845,-0.3128654
-0.5716658,0.04770913,0.4747407,-0.3195604
-0.5549669,0.03247523,0.420965,-0.3199264
-0.5329199,0.007572489,0.3735516,-0.3201908
-0.5197153,-0.01572309,0.3281717,-0.3193814
-0.5022583,-0.0417089,0.2956072,-0.3262111
-0.4812717,-0.06171944,0.2723456,-0.3365192
-0.4679022,-0.07481715,0.2695698,-0.3664754
-0.4509344,-0.07768092,0.278359,-0.3952162
-0.4294214,-0.08192739,0.2948529,-0.4213116
-0.4158716,-0.07686744,0.3122584,-0.4536628
-0.398633,-0.06751511,0.3350326,-0.4781864
-0.3772869,-0.05737226,0.3627376,-0.4849721
-0.3641996,-0.04537738,0.3864027,-0.4830515
-0.3469973,-0.03324254,0.4146379,-0.4585412
-0.3256598,-0.0225929,0.4439521,-0.4236995
-0.3119907,-0.008027799,0.4679611,-0.3636238
-0.2947836,0.00101146,0.5016399,-0.2738067
-0.2732487,0.008811121,0.5327537,-0.1700751
-0.2599001,0.01464366,0.5575446,-0.06045825
-0.2429705,0.01993349,0.5789868,0.04581594
-0.2212992,0.02438739,0.5854103,0.1260861
-0.2080517,0.0162377,0.5808734,0.1786167
-0.1909542,0.004787589,0.5774195,0.2085263
-0.1696177,-0.003514604,0.5647576,0.2208083
-0.1558619,-0.009424333,0.5446035,0.2331929
-0.1392183,-0.0124004,0.518169,0.221608
-0.1173334,-0.01698041,0.4868955,0.199344
-0.1037893,-0.0183719,0.4537646,0.1768288
-0.08644485,-0.01827976,0.4228579,0.149145
-0.06534767,-0.01792108,0.3887725,0.1347254
-0.05185413,-0.01471413,0.3571934,0.1197023
-0.03460407,-0.01215684,0.3283119,0.1104059
-0.01335049,-0.01055912,0.2978897,0.09608937
0,-0.005415728,0.2710387,0.08237574
