-1.299851,0.06809139,-0.0779748,0.1515072
-1.286487,0.07421974,-0.09293341,0.1722604
-1.269769,0.08024585,-0.1106058,0.1905671
-1.247729,0.08788768,-0.1315076,0.2075787
-1.234137,0.09740889,-0.1544086,0.2220355
-1.216709,0.1074666,-0.176883,0.2344507
-1.195467,0.1150046,-0.1953476,0.2408921
-1.182399,0.1197715,-0.2105156,0.2433873
-1.165062,0.1246059,-0.225853,0.2381484
-1.143148,0.1240461,-0.2405038,0.2261421
-1.130775,0.1231748,-0.2539725,0.2114219
-1.113338,0.1241246,-0.266344,0.1909422
-1.092196,0.1225531,-0.2711081,0.1685587
-1.078629,0.1221529,-0.2740742,0.1354738
-1.061325,0.1149191,-0.2732643,0.1007595
-1.040091,0.1036212,-0.2660266,0.05702408
-1.026731,0.09498347,-0.2580666,0.0102221
-1.009425,0.08999209,-0.2436351,-0.04189873
-0.9880762,0.08783034,-0.2260161,-0.1032657
-0.9741812,0.07517169,-0.1975288,-0.1797305
-0.9574127,0.05945599,-0.164448,-0.2616638
-0.9356031,0.04046031,-0.1209574,-0.3473802
-0.9226236,0.01843777,-0.0740058,-0.4268943
-0.9052715,-0.002426593,-0.02062115,-0.4958633
-0.8841066,-0.01729965,0.02896816,-0.5449066
-0.8704329,-0.02500163,0.0776664,-0.5744793
-0.8536434,-0.02491749,0.1177794,-0.5897888
-0.8320799,-0.02368964,0.1579037,-0.5856442
-0.8185549,-0.01760717,0.190575,-0.5589533
-0.8017597,-0.004777403,0.2186465,-0.5179729
-0.7800722,0.002065482,0.2408603,-0.4657291
-0.7666817,0.01293911,0.2578968,-0.4024014
-0.7496758,0.02593309,0.2697288,-0.3291475
-0.7282295,0.03676112,0.2785394,-0.2497597
-0.7145691,0.04976885,0.287036,-0.1501222
-0.6973171,0.06227402,0.2934915,-0.05428341
-0.6760921,0.06906885,0.2895429,0.03149574
-0.6624012,0.07682929,0.2848634,0.1094609
-0.6451292,0.09773593,0.2736444,0.1769338
-0.623848,0.1150672,0.2640103,0.2351275
-0.6105518,0.1256934,0.2561064,0.2826371
-0.5938463,0.1353139,0.2476543,0.3232256
-0.5720387,0.1381756,0.2394832,0.3544028
-0.5587263,0.1397677,0.2335333,0.3803528
-0.5418024,0.1448046,0.2283372,0.4022991
-0.5202637,0.1469583,0.2256369,0.4122204
-0.5066175,0.148465,0.2241221,0.4135452
-0.4892473,0.1479922,0.2248874,0.4075769
-0.4681568,0.1419865,0.2330061,0.3960339
-0.4547949,0.1323406,0.2465931,0.3818586
-0.437706,0.1244592,0.2672362,0.372241
-0.4162025,0.1193344,0.2862929,0.3532854
-0.4022112,0.1147644,0.3083164,0.3127832
-0.3849506,0.1063782,0.3295361,0.2594436
-0.3637094,0.09922069,0.3492401,0.2013583
-0.3503571,0.08796804,0.3661544,0.1306905
-0.3331566,0.07514548,0.3798159,0.04913338
-0.3117142,0.06417798,0.3837714,-0.03591314
-0.2983618,0.05459443,0.3739165,-0.1311434
-0.2810335,0.03813482,0.3503916,-0.2308784
-0.2598715,0.02485531,0.321761,-0.3189787
-0.2462912,0.01324142,0.2824833,-0.3940312
-0.2292767,0.003609855,0.2433728,-0.4544593
-0.2078505,-0.001588533,0.1955047,-0.498779
-0.1944094,-0.006361145,0.1499518,-0.5275925
-0.1776962,-0.005294901,0.09728645,-0.5413
-0.1558924,-0.001034529,0.04560024,-0.5461626
-0.1422272,0.009806079,-0.008465076,-0.5382801
-0.1253939,0.02272342,-0.05802237,-0.5142817
-0.1035624,0.03609874,-0.1043393,-0.4791465
-0.09037876,0.04883919,-0.1445689,-0.4291802
-0.07294464,0.06492741,-0.1816036,-0.3685459
-0.0518322,0.07885555,-0.2131043,-0.3066579
-0.03860283,0.09345057,-0.2414918,-0.240135
-0.02191639,0.1073426,-0.2638839,-0.1757822
0,0.1167462,-0.277353,-0.1080838
