,x,y,z
0,-0.04719825,0.01365062,-0.9744877
0,-0.04291774,0.01061654,-0.9728992
0,-0.0379106,0.01057817,-0.9577337
0,-0.03365452,0.01054555,-0.9448431
0,-0.03313133,0.008659308,-0.9207665
0,-0.03268663,0.007055999,-0.9003014
0,-0.03502088,0.005890025,-0.8533552
0,-0.03700499,0.004898947,-0.8134508
0,-0.0338781,-0.009532184,-0.7780489
0,-0.03122025,-0.02179865,-0.7479573
0,-0.02468785,-0.04692164,-0.7358927
0,-0.0191353,-0.06827619,-0.7256378
0,-0.0001517273,-0.09038034,-0.7244605
0,0.01598431,-0.1091689,-0.7234597
0,0.01589609,-0.1245875,-0.7408487
0,0.01582109,-0.1376934,-0.7556293
0,0.01035116,-0.1494902,-0.7871351
0,0.01448391,-0.1437728,-0.8650678
0,0.01799675,-0.1389129,-0.9313107
0,0.05181991,-0.1576428,-1.143282
0,0.0805696,-0.1735632,-1.323457
0,0.09704632,-0.1894713,-1.53025
0,0.1110515,-0.2029932,-1.706023
0,0.08945912,-0.1729448,-1.731612
0,0.07110556,-0.1474036,-1.753363
0,0.03863873,-0.1034509,-1.654034
0,0.01104193,-0.06609107,-1.569605
0,0.007316547,-0.03619145,-1.501301
0,0.004149973,-0.01077677,-1.443242
0,-0.002185414,0.01620214,-1.342723
0,-0.007570493,0.03913422,-1.257282
0,-0.01418257,0.0583564,-1.146523
0,-0.01980283,0.07469526,-1.052379
0,-0.01862227,0.08764945,-0.9611722
0,-0.01761878,0.09866051,-0.8836467
0,-0.0120829,0.1091186,-0.833598
0,-0.007377398,0.1180079,-0.7910565
0,-0.009552954,0.126088,-0.7517399
0,-0.01140218,0.132956,-0.7183208
0,-0.02097572,0.1332893,-0.6841743
0,-0.02104973,0.1364748,-0.6572005
0,-0.02111264,0.1391824,-0.6342727
0,-0.02116612,0.1414839,-0.6147841
0,-0.01743959,0.1444244,-0.6062388
0,-0.01486943,0.1476333,-0.6094993
0,-0.01268479,0.1503609,-0.6122708
0,-0.01703284,0.1729057,-0.6113443
0,-0.02072868,0.1920687,-0.6105568
0,-0.02460714,0.2198563,-0.6283743
0,-0.02790383,0.2434758,-0.6435191
0,-0.01688842,0.2411059,-0.8145358
0,-0.007525324,0.2390915,-0.9599
0,0.009769399,0.2008726,-1.121221
0,0.02446991,0.1683865,-1.258343
0,0.04157961,0.1380244,-1.37351
0,0.05612285,0.1122167,-1.471402
0,0.05183575,0.06646042,-1.54353
0,0.0481917,0.02756756,-1.604839
0,0.04447857,-0.03964741,-1.601079
0,0.04132241,-0.09678014,-1.597883
0,0.03630966,-0.1433151,-1.562922
0,0.03204882,-0.1828697,-1.533205
0,0.01517713,-0.1982493,-1.423593
0,0.0008362029,-0.211322,-1.330423
0,-0.004947187,-0.2127406,-1.208881
0,-0.009863068,-0.2139465,-1.10557
0,-0.007058382,-0.2069285,-1.01292
0,-0.001561606,-0.1945225,-0.9289504
0,0.003110653,-0.1839774,-0.8575766
0,0.00348863,-0.1766735,-0.8259746
0,0.003809909,-0.1704651,-0.7991129
0,0.01479924,-0.144813,-0.7821673
0,0.02414018,-0.1230086,-0.7677635
